symbol_id,symbol,timeframe,timeframe_code,eligible,reasons,covered_until,unresolved_rows
1379,601825.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,344
1379,601825.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1379,601825.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1379,601825.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1379,601825.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1380,601827.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,352
1380,601827.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,64
1380,601827.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1380,601827.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1380,601827.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1381,601828.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,362
1381,601828.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,64
1381,601828.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1381,601828.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1381,601828.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1382,601838.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,347
1382,601838.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1382,601838.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1382,601838.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1382,601838.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1383,601857.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,352
1383,601857.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,75
1383,601857.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1383,601857.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1383,601857.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1384,601858.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,365
1384,601858.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1384,601858.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1384,601858.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1384,601858.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1385,601860.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,352
1385,601860.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1385,601860.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1385,601860.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1385,601860.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1386,601865.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,350
1386,601865.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1386,601865.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1386,601865.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1386,601865.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1387,601866.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,416
1387,601866.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,86
1387,601866.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1387,601866.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1387,601866.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1388,601868.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,346
1388,601868.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1388,601868.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1388,601868.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1388,601868.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1389,601869.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,349
1389,601869.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1389,601869.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1389,601869.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1389,601869.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1390,601872.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,453
1390,601872.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,83
1390,601872.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1390,601872.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1390,601872.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1391,601877.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,420
1391,601877.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,69
1391,601877.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1391,601877.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1391,601877.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1392,601878.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,346
1392,601878.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,64
1392,601878.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1392,601878.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1392,601878.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1393,601880.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,451
1393,601880.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,80
1393,601880.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1393,601880.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1393,601880.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1394,601881.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,346
1394,601881.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1394,601881.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1394,601881.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1394,601881.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1395,601882.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,387
1395,601882.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,65
1395,601882.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1395,601882.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1395,601882.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1396,601886.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,420
1396,601886.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,74
1396,601886.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1396,601886.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1396,601886.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1397,601888.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,395
1397,601888.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,75
1397,601888.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1397,601888.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1397,601888.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1398,601890.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,387
1398,601890.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,70
1398,601890.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1398,601890.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1398,601890.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1399,601898.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,393
1399,601898.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,83
1399,601898.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1399,601898.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1399,601898.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1400,601899.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,370
1400,601899.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,76
1400,601899.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1400,601899.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1400,601899.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1401,601900.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,370
1401,601900.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1401,601900.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1401,601900.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1401,601900.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1402,601901.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,361
1402,601901.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,72
1402,601901.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1402,601901.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1402,601901.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1403,601908.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,394
1403,601908.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,72
1403,601908.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1403,601908.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1403,601908.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1404,601916.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,360
1404,601916.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1404,601916.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1404,601916.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1404,601916.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1405,601918.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,410
1405,601918.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,79
1405,601918.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1405,601918.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1405,601918.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1406,601919.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,386
1406,601919.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,81
1406,601919.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1406,601919.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1406,601919.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1407,601921.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,352
1407,601921.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1407,601921.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1407,601921.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1407,601921.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1408,601928.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,364
1408,601928.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,69
1408,601928.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1408,601928.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1408,601928.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1409,601929.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,426
1409,601929.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,73
1409,601929.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1409,601929.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1409,601929.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1410,601933.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,393
1410,601933.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,78
1410,601933.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1410,601933.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1410,601933.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1411,601939.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,370
1411,601939.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,78
1411,601939.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1411,601939.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1411,601939.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1412,601949.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,367
1412,601949.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1412,601949.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1412,601949.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1412,601949.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1413,601952.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,352
1413,601952.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,64
1413,601952.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1413,601952.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1413,601952.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1414,601956.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,373
1414,601956.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,64
1414,601956.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1414,601956.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1414,601956.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1415,601958.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,381
1415,601958.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,88
1415,601958.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1415,601958.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1415,601958.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1416,601963.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,347
1416,601963.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1416,601963.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1416,601963.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1416,601963.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1417,601965.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,410
1417,601965.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,71
1417,601965.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1417,601965.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1417,601965.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1418,601966.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,349
1418,601966.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1418,601966.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1418,601966.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1418,601966.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1419,601968.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,425
1419,601968.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1419,601968.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1419,601968.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1419,601968.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1420,601969.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,385
1420,601969.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,64
1420,601969.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1420,601969.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1420,601969.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1421,601975.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,353
1421,601975.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1421,601975.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1421,601975.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1421,601975.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1422,601985.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,347
1422,601985.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1422,601985.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1422,601985.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1422,601985.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1423,601988.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,373
1423,601988.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,79
1423,601988.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1423,601988.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1423,601988.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1424,601990.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,348
1424,601990.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,64
1424,601990.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1424,601990.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1424,601990.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1425,601991.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,426
1425,601991.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,84
1425,601991.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1425,601991.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1425,601991.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1426,601992.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,398
1426,601992.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,79
1426,601992.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1426,601992.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1426,601992.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1427,601995.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,346
1427,601995.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1427,601995.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1427,601995.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1427,601995.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1428,601996.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,505
1428,601996.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,79
1428,601996.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1428,601996.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1428,601996.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1429,601997.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,351
1429,601997.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1429,601997.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1429,601997.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1429,601997.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1430,601998.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,383
1430,601998.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,84
1430,601998.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1430,601998.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1430,601998.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1431,601999.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,462
1431,601999.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,80
1431,601999.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1431,601999.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1431,601999.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1432,603000.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,379
1432,603000.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,68
1432,603000.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1432,603000.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1432,603000.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1433,603001.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,468
1433,603001.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,69
1433,603001.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1433,603001.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1433,603001.SH,1m,43200,True,,2026-06-24T07:00:00+00:00,0
1434,603002.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,408
1434,603002.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,74
1434,603002.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1434,603002.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1434,603002.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1435,603004.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,345
1435,603004.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,64
1435,603004.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1435,603004.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1435,603004.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1436,603005.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,365
1436,603005.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,70
1436,603005.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1436,603005.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1436,603005.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1437,603006.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,467
1437,603006.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,78
1437,603006.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1437,603006.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1437,603006.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1438,603007.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,496
1438,603007.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,63
1438,603007.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1438,603007.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1438,603007.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1439,603008.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,406
1439,603008.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,68
1439,603008.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1439,603008.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1439,603008.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1440,603009.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,342
1440,603009.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,71
1440,603009.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1440,603009.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1440,603009.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1441,603010.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,337
1441,603010.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,66
1441,603010.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1441,603010.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1441,603010.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1442,603011.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,344
1442,603011.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,67
1442,603011.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1442,603011.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
1442,603011.SH,1m,43200,True,,2026-06-30T07:00:00+00:00,0
1443,603012.SH,5f,5,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,333
1443,603012.SH,30f,30,False,unresolved_ambiguous_volume_unit,2026-07-03T07:00:00+00:00,64
1443,603012.SH,1d,1440,True,,2026-07-03T07:00:00+00:00,0
1443,603012.SH,1w,10080,True,,2026-07-03T07:00:00+00:00,0
